timestamp,relative_humidity
2018-02-11 01:41:27,39.2
2018-02-11 01:42:27,39.3
2018-02-11 01:43:25,39.2
2018-02-11 01:44:20,39.1
2018-02-11 01:45:26,39.1
2018-02-11 01:46:24,39.2
2018-02-11 01:47:27,39.3
2018-02-11 01:48:25,39.1
2018-02-11 01:49:26,39.1
2018-02-11 01:50:27,39.1
2018-02-11 01:51:27,39.0
2018-02-11 01:52:25,39.0
2018-02-11 01:53:27,39.3
2018-02-11 01:54:27,39.1
2018-02-11 01:55:25,39.0
