timestamp,temperature_in_celsius
2018-02-11 01:41:27,72.9
2018-02-11 01:42:27,72.9
2018-02-11 01:43:25,72.9
2018-02-11 01:44:20,72.9
2018-02-11 01:45:26,72.9
2018-02-11 01:46:24,72.9
2018-02-11 01:47:27,73.0
2018-02-11 01:48:25,73.0
2018-02-11 01:49:26,73.0
2018-02-11 01:50:27,73.0
2018-02-11 01:51:27,73.0
2018-02-11 01:52:25,73.0
2018-02-11 01:53:27,73.0
2018-02-11 01:54:27,73.0
2018-02-11 01:55:25,73.0
